"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.08.27_1900 cdw_bscs g",2019-08-27,"1900",1566949212,"big_cage","CH02_2019-08-27_19_32_56__19_41_18",2,"lovisa",FALSE,"none","cdw","bscs","g",19,40,12,19,40,38,26,NA,1,26.1833333333333
"2019.08.27_1900 bscs_cdw g",2019-08-27,"1900",1566949212,"big_cage","CH02_2019-08-27_19_32_56__19_41_18",2,"lovisa",FALSE,"none","bscs","cdw","g",19,40,12,19,40,38,26,NA,1,4.53333333333333
"2019.08.27_1900 addldd_bs g",2019-08-27,"1900",1566950060,"big_cage","CH02_2019-08-27_19_49_41__19_58_03",2,"lovisa",FALSE,"none","addldd","bs","g",19,54,20,19,54,42,22,NA,1,50.6833333333333
"2019.08.27_1900 bs_addldd g",2019-08-27,"1900",1566950060,"big_cage","CH02_2019-08-27_19_49_41__19_58_03",2,"lovisa",FALSE,"none","bs","addldd","g",19,54,20,19,54,35,15,NA,1,16.45
"2019.08.27_1900 bs_cldw g",2019-08-27,"1900",1566950235,"big_cage","CH02_2019-08-27_19_49_41__19_58_03",2,"lovisa",FALSE,"none","bs","cldw","g",19,57,15,19,57,40,25,NA,1,2.91666666666667
"2019.08.27_1900 cldw_bs g",2019-08-27,"1900",1566950235,"big_cage","CH02_2019-08-27_19_49_41__19_58_03",2,"lovisa",FALSE,"none","cldw","bs","g",19,57,15,19,57,39,24,NA,1,21.5833333333333
"2019.08.27_1900 bscs_bd g",2019-08-27,"1900",1566950306,"big_cage","CH02_2019-08-27_19_58_03__20_06_25",2,"lovisa",FALSE,"none","bscs","bd","g",19,58,26,19,58,54,28,NA,1,18.2333333333333
"2019.08.27_1900 bd_bscs g",2019-08-27,"1900",1566950306,"big_cage","CH02_2019-08-27_19_58_03__20_06_25",2,"lovisa",FALSE,"none","bd","bscs","g",19,58,26,19,58,49,23,NA,0,52.6
"2019.08.27_1900 cww_bscs g",2019-08-27,"1900",1566950338,"big_cage","CH02_2019-08-27_19_58_03__20_06_25",2,"lovisa",FALSE,"none","cww","bscs","g",19,58,58,19,59,4,6,NA,1,23.35
"2019.08.27_1900 bscs_cww g",2019-08-27,"1900",1566950338,"big_cage","CH02_2019-08-27_19_58_03__20_06_25",2,"lovisa",FALSE,"none","bscs","cww","g",19,58,58,19,59,17,19,NA,1,0.533333333333333
"2019.08.27_2000 clw_cldw g",2019-08-27,"2000",1566950733,"big_cage","CH02_2019-08-27_19_58_03__20_06_25",2,"dineilys",FALSE,"none","clw","cldw","g",20,5,33,20,6,27,54,NA,1,653.183333333333
"2019.08.27_2000 clw_cldw g",2019-08-27,"2000",1566950798,"big_cage","CH02_2019-08-27_20_06_25__20_14_47",2,"dineilys",FALSE,"none","clw","cldw","g",20,6,38,20,8,24,106,NA,0,1.08333333333333
"2019.08.27_2000 bs_aldd g",2019-08-27,"2000",1566951507,"big_cage","CH02_2019-08-27_20_14_47__20_23_10",2,"dineilys",FALSE,"none","bs","aldd","g",20,18,27,20,20,45,138,NA,1,21.2
"2019.08.27_2000 adld_ax g",2019-08-27,"2000",1566952529,"big_cage","CH02_2019-08-27_20_31_32__20_39_54",2,"dineilys",FALSE,"none","adld","ax","g",20,35,29,20,36,11,42,NA,1,87.05
"2019.08.27_2100 bes_bscs g",2019-08-27,"2100",1566954140,"big_cage","CH02_2019-08-27_20_56_39__21_05_01",2,"dineilys",FALSE,"none","bes","bscs","g",21,2,20,21,3,26,66,NA,0,89.9833333333333
"2019.08.27_2100 cdw_clwd g",2019-08-27,"2100",1566954332,"big_cage","CH02_2019-08-27_21_05_01__21_13_23",2,"dineilys",FALSE,"none","cdw","clwd","g",21,5,32,21,12,30,418,NA,1,85.3333333333333
"2019.08.27_2100 bscs_ax g",2019-08-27,"2100",1566954378,"big_cage","CH02_2019-08-27_21_05_01__21_13_23",2,"dineilys",FALSE,"none","bscs","ax","g",21,6,18,21,6,42,24,NA,1,67.3333333333333
"2019.08.27_2100 clwd_cdw g",2019-08-27,"2100",1566954525,"big_cage","CH02_2019-08-27_21_05_01__21_13_23",2,"dineilys",FALSE,"none","clwd","cdw","g",21,8,45,21,9,32,47,NA,0,5042.18333333333
"2019.08.27_2100 bs_add g",2019-08-27,"2100",1566954976,"big_cage","CH02_2019-08-27_21_13_23__21_21_46",2,"dineilys",FALSE,"none","bs","add","g",21,16,16,21,16,31,15,NA,1,57.8166666666667
"2019.08.27_2100 cdw_bs g",2019-08-27,"2100",1566955349,"big_cage","CH02_2019-08-27_21_21_46__21_30_08",2,"dineilys",FALSE,"none","cdw","bs","g",21,22,29,21,23,9,40,NA,1,16.95
"2019.08.27_2100 bd_uri g",2019-08-27,"2100",1566956133,"big_cage","CH02_2019-08-27_21_30_08__21_38_30",2,"dineilys",FALSE,"none","bd","uri","g",21,35,33,21,38,46,193,NA,1,149.716666666667
"2019.08.27_2100 cww_cfd g",2019-08-27,"2100",1566956150,"big_cage","CH02_2019-08-27_21_30_08__21_38_30",2,"dineilys",FALSE,"none","cww","cfd","g",21,35,50,21,42,3,373,NA,1,96.8666666666667
"2019.08.28_0400 bs_ax g",2019-08-28,"0400",1566979208,"big_cage","CH02_2019-08-28_03_53_51__04_02_13",2,"dineilys",FALSE,"none","bs","ax","g",4,0,8,4,0,39,31,NA,1,403.866666666667
"2019.08.28_0400 bs_ax g",2019-08-28,"0400",1566979692,"big_cage","CH02_2019-08-28_04_02_13__04_10_35",2,"dineilys",FALSE,"none","bs","ax","g",4,8,12,4,10,6,114,NA,0,8.06666666666667
"2019.08.28_0400 ax_bscs g",2019-08-28,"0400",1566979994,"big_cage","CH02_2019-08-28_04_10_35__04_18_57",2,"dineilys",FALSE,"none","ax","bscs","g",4,13,14,4,14,7,53,NA,1,1126.65
"2019.08.28_0400 bscs_bes g",2019-08-28,"0400",1566980221,"big_cage","CH02_2019-08-28_04_10_35__04_18_57",2,"dineilys",FALSE,"none","bscs","bes","g",4,17,1,4,27,30,629,NA,1,430.716666666667
"2019.08.28_0400 bxdlx_add g",2019-08-28,"0400",1566982186,"big_cage","CH02_2019-08-28_04_44_04__04_52_27",2,"dineilys",FALSE,"none","bxdlx","add","g",4,49,46,4,52,28,162,NA,1,1433.25
"2019.08.28_0500 bd_ax g",2019-08-28,"0500",1566982865,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","bd","ax","g",5,1,5,5,2,0,55,NA,1,445.533333333333
"2019.08.28_0500 ax_bd g",2019-08-28,"0500",1566982865,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","ax","bd","g",5,1,5,5,2,0,55,NA,1,47.85
"2019.08.28_0500 bey_ax g",2019-08-28,"0500",1566982985,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","bey","ax","g",5,3,5,5,3,15,10,NA,1,1190.06666666667
"2019.08.28_0500 ax_bey g",2019-08-28,"0500",1566982985,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","ax","bey","g",5,3,5,5,3,15,10,NA,1,2
"2019.08.28_0500 bs_addldd g",2019-08-28,"0500",1566983076,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","bs","addldd","g",5,4,36,5,5,6,30,NA,1,64.4666666666667
"2019.08.28_0500 addldd_bs g",2019-08-28,"0500",1566983076,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","addldd","bs","g",5,4,36,5,4,56,20,NA,0,550.266666666667
"2019.08.28_0500 bd_blx g",2019-08-28,"0500",1566983092,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","bd","blx","g",5,4,52,5,5,1,9,NA,1,3.78333333333333
"2019.08.28_0500 blx_bd g",2019-08-28,"0500",1566983092,"big_cage","CH02_2019-08-28_05_00_49__05_09_11.mp4",2,"imran",FALSE,"none","blx","bd","g",5,4,52,5,5,1,9,NA,1,569.25
"2019.08.28_0500 bes_bs g",2019-08-28,"0500",1566983518,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","bes","bs","g",5,11,58,5,13,6,68,NA,1,579.616666666667
"2019.08.28_0500 bs_bes g",2019-08-28,"0500",1566983518,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","bs","bes","g",5,11,58,5,13,6,68,NA,1,7.36666666666667
"2019.08.28_0500 cdw_ax g",2019-08-28,"0500",1566983543,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","cdw","ax","g",5,12,23,5,12,35,12,NA,1,469.9
"2019.08.28_0500 ax_cdw g",2019-08-28,"0500",1566983543,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","ax","cdw","g",5,12,23,5,12,35,12,NA,1,9.3
"2019.08.28_0500 ax_adld g",2019-08-28,"0500",1566983654,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","ax","adld","g",5,14,14,5,14,23,9,NA,1,1.85
"2019.08.28_0500 adld_ax g",2019-08-28,"0500",1566983654,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","adld","ax","g",5,14,14,5,14,23,9,NA,0,518.75
"2019.08.28_0500 ax_adld g",2019-08-28,"0500",1566983674,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","ax","adld","g",5,14,34,5,14,47,13,NA,0,0.333333333333333
"2019.08.28_0500 adld_ax g",2019-08-28,"0500",1566983674,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","adld","ax","g",5,14,34,5,14,47,13,NA,0,519.083333333333
"2019.08.28_0500 bey_cfd g",2019-08-28,"0500",1566983755,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","bey","cfd","g",5,15,55,5,17,8,73,NA,1,12.8333333333333
"2019.08.28_0500 cfd_bey g",2019-08-28,"0500",1566983755,"big_cage","CH02_2019-08-28_05_09_11__05_17_33.mp4",2,"imran",FALSE,"none","cfd","bey","g",5,15,55,5,16,46,51,NA,1,1429.53333333333
"2019.08.28_0500 addld_bey g",2019-08-28,"0500",1566983985,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","addld","bey","g",5,19,45,5,20,7,22,NA,1,587.116666666667
"2019.08.28_0500 bd_bscs g",2019-08-28,"0500",1566984084,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","bd","bscs","g",5,21,24,5,21,36,12,NA,1,16.5333333333333
"2019.08.28_0500 bscs_bd g",2019-08-28,"0500",1566984084,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","bscs","bd","g",5,21,24,5,21,36,12,NA,1,64.3833333333333
"2019.08.28_0500 bscs_bd g",2019-08-28,"0500",1566984102,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","bscs","bd","g",5,21,42,5,21,52,10,NA,0,0.3
"2019.08.28_0500 ax_bs g",2019-08-28,"0500",1566984307,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","ax","bs","g",5,25,7,5,25,23,16,NA,1,10.8833333333333
"2019.08.28_0500 bs_ax g",2019-08-28,"0500",1566984307,"big_cage","CH02_2019-08-28_05_17_33__05_25_56.mp4",2,"imran",FALSE,"none","bs","ax","g",5,25,7,5,25,23,16,NA,1,13.15
"2019.08.28_0500 bs_addldd g",2019-08-28,"0500",1566984436,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","bs","addldd","g",5,27,16,5,28,13,57,NA,1,2.15
"2019.08.28_0500 addldd_bs g",2019-08-28,"0500",1566984436,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","addldd","bs","g",5,27,16,5,28,13,57,NA,0,572.933333333333
"2019.08.28_0500 bs_bd g",2019-08-28,"0500",1566984548,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","bs","bd","g",5,29,8,5,29,58,50,NA,1,1.86666666666667
"2019.08.28_0500 adld_bd g",2019-08-28,"0500",1566984577,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","adld","bd","g",5,29,37,5,29,49,12,NA,1,534.133333333333
"2019.08.28_0500 bs_adld g",2019-08-28,"0500",1566984607,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","bs","adld","g",5,30,7,5,30,19,12,NA,1,0.983333333333333
"2019.08.28_0500 adld_bs g",2019-08-28,"0500",1566984607,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","adld","bs","g",5,30,7,5,30,19,12,NA,1,0.5
"2019.08.28_0500 adld_clw g",2019-08-28,"0500",1566984622,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","adld","clw","g",5,30,22,5,30,52,30,NA,1,0.25
"2019.08.28_0500 clw_adld g",2019-08-28,"0500",1566984622,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","clw","adld","g",5,30,22,5,30,52,30,NA,1,564.816666666667
"2019.08.28_0500 bs_addldd g",2019-08-28,"0500",1566984649,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","bs","addldd","g",5,30,49,5,32,54,125,NA,1,0.7
"2019.08.28_0500 addldd_bs g",2019-08-28,"0500",1566984649,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","addldd","bs","g",5,30,49,5,31,59,70,NA,0,576.483333333333
"2019.08.28_0500 bs_addldd g",2019-08-28,"0500",1566984755,"big_cage","CH02_2019-08-28_05_25_56__05_34_18.mp4",2,"imran",FALSE,"none","bs","addldd","g",5,32,35,5,32,54,19,NA,0,1.76666666666667
"2019.08.28_0500 addld_bey g",2019-08-28,"0500",1566985059,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","addld","bey","g",5,37,39,5,38,44,65,NA,0,17.9
"2019.08.28_0500 bey_addld g",2019-08-28,"0500",1566985059,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","bey","addld","g",5,37,39,5,38,44,65,NA,1,21.7333333333333
"2019.08.28_0500 cldw_adld g",2019-08-28,"0500",1566985124,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","cldw","adld","g",5,38,44,5,40,10,86,NA,1,581.483333333333
"2019.08.28_0500 adld_cldw g",2019-08-28,"0500",1566985132,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","adld","cldw","g",5,38,52,5,40,10,78,NA,1,8.5
"2019.08.28_0500 addld_bey g",2019-08-28,"0500",1566985135,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","addld","bey","g",5,38,55,5,39,12,17,NA,0,19.1666666666667
"2019.08.28_0500 bey_addld g",2019-08-28,"0500",1566985135,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","bey","addld","g",5,38,55,5,42,32,217,NA,0,1.26666666666667
"2019.08.28_0500 addld_bey g",2019-08-28,"0500",1566985166,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","addld","bey","g",5,39,26,5,42,32,186,NA,0,19.6833333333333
"2019.08.28_0500 cldw_clw g",2019-08-28,"0500",1566985359,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","cldw","clw","g",5,42,39,5,42,55,16,NA,1,3.91666666666667
"2019.08.28_0500 clw_cldw g",2019-08-28,"0500",1566985359,"big_cage","CH02_2019-08-28_05_34_18__05_42_40.mp4",2,"imran",FALSE,"none","clw","cldw","g",5,42,39,5,42,55,16,NA,1,12.2833333333333
"2019.08.28_0500 cdw_clw g",2019-08-28,"0500",1566985450,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","cdw","clw","g",5,44,10,5,44,41,31,NA,1,31.7833333333333
"2019.08.28_0500 clw_cdw g",2019-08-28,"0500",1566985450,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","clw","cdw","g",5,44,10,5,44,41,31,NA,1,1.51666666666667
"2019.08.28_0500 cldw_bes g",2019-08-28,"0500",1566985710,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","cldw","bes","g",5,48,30,5,48,44,14,NA,1,5.85
"2019.08.28_0500 bes_cldw g",2019-08-28,"0500",1566985710,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","bes","cldw","g",5,48,30,5,48,44,14,NA,1,36.5333333333333
"2019.08.28_0500 cldw_bes g",2019-08-28,"0500",1566985730,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","cldw","bes","g",5,48,50,5,53,18,268,NA,0,0.333333333333333
"2019.08.28_0500 bes_cldw g",2019-08-28,"0500",1566985730,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","bes","cldw","g",5,48,50,5,53,18,268,NA,0,0.333333333333333
"2019.08.28_0500 clw_cfd g",2019-08-28,"0500",1566985853,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","clw","cfd","g",5,50,53,5,53,17,144,NA,1,6.71666666666667
"2019.08.28_0500 cfd_clw g",2019-08-28,"0500",1566985853,"big_cage","CH02_2019-08-28_05_42_40__05_51_02.mp4",2,"imran",FALSE,"none","cfd","clw","g",5,50,53,5,53,17,144,NA,1,34.9666666666667
"2019.08.28_0500 clw_cfd g",2019-08-28,"0500",1566986018,"big_cage","CH02_2019-08-28_05_51_03__05_59_25.mp4",2,"imran",FALSE,"none","clw","cfd","g",5,53,38,5,53,55,17,NA,0,2.75
"2019.08.28_0500 cfd_clw g",2019-08-28,"0500",1566986018,"big_cage","CH02_2019-08-28_05_51_03__05_59_25.mp4",2,"imran",FALSE,"none","cfd","clw","g",5,53,38,5,53,44,6,NA,0,2.75
"2019.08.28_0900 bes_bscs g",2019-08-28,"0900",1566997700,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bes","bscs","g",9,8,20,9,8,27,7,NA,1,199.833333333333
"2019.08.28_0900 bes_bscs g",2019-08-28,"0900",1566997733,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bes","bscs","g",9,8,53,9,9,13,20,NA,0,0.55
"2019.08.28_0900 bs_ax g",2019-08-28,"0900",1566997846,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bs","ax","g",9,10,46,9,12,4,78,NA,1,219.95
"2019.08.28_0900 ax_bs g",2019-08-28,"0900",1566997846,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","ax","bs","g",9,10,46,9,12,4,78,NA,0,225.65
"2019.08.28_0900 bes_bd g",2019-08-28,"0900",1566998002,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bes","bd","g",9,13,22,9,13,52,30,NA,1,5.03333333333333
"2019.08.28_0900 bs_bes g",2019-08-28,"0900",1566998032,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bs","bes","g",9,13,52,9,14,37,45,NA,1,3.1
"2019.08.28_0900 bes_bs g",2019-08-28,"0900",1566998037,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bes","bs","g",9,13,57,9,14,37,40,NA,1,0.583333333333333
"2019.08.28_0900 bs_bd g",2019-08-28,"0900",1566998077,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bs","bd","g",9,14,37,9,14,48,11,NA,1,0.75
"2019.08.28_0900 bes_bscs g",2019-08-28,"0900",1566998100,"big_cage","CH02_2019-08-28_09_07_48__09_16_10.mp4",2,"imran",TRUE,"bdlx","bes","bscs","g",9,15,0,9,15,30,30,NA,1,1.05
"2019.08.28_0900 ax_cldw g",2019-08-28,"0900",1566998837,"big_cage","CH03_2019-08-28_09_24_39__09_33_01.mp4",3,"imran",TRUE,"bdlx","ax","cldw","g",9,27,17,9,27,24,7,NA,1,242.166666666667
"2019.08.28_0900 cldw_ax g",2019-08-28,"0900",1566998837,"big_cage","CH03_2019-08-28_09_24_39__09_33_01.mp4",3,"imran",TRUE,"bdlx","cldw","ax","g",9,27,17,9,27,24,7,NA,1,218.783333333333
"2019.08.28_0900 bscs_ax g",2019-08-28,"0900",1566999119,"big_cage","CH02_2019-08-28_09_24_32__09_32_55.mp4",2,"imran",TRUE,"bdlx","bscs","ax","g",9,31,59,9,32,19,20,NA,1,250.583333333333
"2019.08.28_0900 ax_bscs g",2019-08-28,"0900",1566999119,"big_cage","CH02_2019-08-28_09_24_32__09_32_55.mp4",2,"imran",TRUE,"bdlx","ax","bscs","g",9,31,59,9,32,19,20,NA,1,4.7
"2019.08.28_0900 bscs_uri g",2019-08-28,"0900",1566999148,"big_cage","CH02_2019-08-28_09_24_32__09_32_55.mp4",2,"imran",TRUE,"bdlx","bscs","uri","g",9,32,28,9,32,53,25,NA,1,0.483333333333333
"2019.08.28_0900 addldd_uri g",2019-08-28,"0900",1566999159,"big_cage","CH02_2019-08-28_09_24_32__09_32_55.mp4",2,"imran",TRUE,"bdlx","addldd","uri","g",9,32,39,9,33,15,36,NA,1,818.316666666667
