"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.09.16_1900 cnone_bdlx g",2019-09-16,"1900",1568676366,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","cnone","bdlx","g",19,26,6,19,27,2,56,NA,1,4.8
"2019.09.16_1900 bs_addldd g",2019-09-16,"1900",1568676376,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bs","addldd","g",19,26,16,19,29,22,186,NA,1,4.96666666666667
"2019.09.16_1900 addldd_bs g",2019-09-16,"1900",1568676376,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","addldd","bs","g",19,26,16,19,29,58,222,NA,1,1.25
"2019.09.16_1900 bscs_bd g",2019-09-16,"1900",1568676397,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bscs","bd","g",19,26,37,19,27,53,76,NA,1,3.18333333333333
"2019.09.16_1900 clw_bey g",2019-09-16,"1900",1568676448,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","clw","bey","g",19,27,28,19,27,34,6,NA,0,27.2666666666667
"2019.09.16_1900 bey_clw g",2019-09-16,"1900",1568676448,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bey","clw","g",19,27,28,19,27,34,6,NA,1,4.03333333333333
"2019.09.16_1900 bscs_bey g",2019-09-16,"1900",1568676479,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bscs","bey","g",19,27,59,19,28,49,50,NA,1,1.36666666666667
"2019.09.16_1900 bey_bscs g",2019-09-16,"1900",1568676479,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bey","bscs","g",19,27,59,19,28,49,50,NA,1,0.516666666666667
"2019.09.16_1900 bscs_cdw g",2019-09-16,"1900",1568676538,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bscs","cdw","g",19,28,58,19,29,42,44,NA,1,0.983333333333333
"2019.09.16_1900 cdw_bscs g",2019-09-16,"1900",1568676538,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","cdw","bscs","g",19,28,58,19,29,22,24,NA,1,618.133333333333
"2019.09.16_1900 bs_addldd g",2019-09-16,"1900",1568676574,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bs","addldd","g",19,29,34,19,29,58,24,NA,0,3.3
"2019.09.16_1900 cdw_bscs g",2019-09-16,"1900",1568676577,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","cdw","bscs","g",19,29,37,19,29,42,5,NA,0,0.65
"2019.09.16_1900 bs_addldd g",2019-09-16,"1900",1568676626,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bs","addldd","g",19,30,26,19,31,35,69,NA,0,4.16666666666667
"2019.09.16_1900 addldd_bs g",2019-09-16,"1900",1568676626,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","addldd","bs","g",19,30,26,19,31,35,69,NA,0,4.16666666666667
"2019.09.16_1900 cdw_clwd g",2019-09-16,"1900",1568676679,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","cdw","clwd","g",19,31,19,19,32,2,43,NA,1,2.35
"2019.09.16_1900 clwd_cdw g",2019-09-16,"1900",1568676679,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","clwd","cdw","g",19,31,19,19,32,2,43,NA,1,2791.05
"2019.09.16_1900 bs_addldd g",2019-09-16,"1900",1568676703,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","bs","addldd","g",19,31,43,19,33,10,87,NA,0,5.45
"2019.09.16_1900 addldd_bs g",2019-09-16,"1900",1568676703,"big_cage","CH02_2019-09-16_19_23_49__19_32_11.mp4",2,"imran",FALSE,"none","addldd","bs","g",19,31,43,19,33,10,87,NA,0,5.45
"2019.09.16_1900 ax_cnone g",2019-09-16,"1900",1568676755,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","ax","cnone","g",19,32,35,19,33,11,36,NA,1,25.8666666666667
"2019.09.16_1900 cnone_ax g",2019-09-16,"1900",1568676755,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","cnone","ax","g",19,32,35,19,33,11,36,NA,1,6.48333333333333
"2019.09.16_1900 ax_cnone g",2019-09-16,"1900",1568676798,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","ax","cnone","g",19,33,18,19,33,47,29,NA,0,0.716666666666667
"2019.09.16_1900 cnone_ax g",2019-09-16,"1900",1568676798,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","cnone","ax","g",19,33,18,19,33,47,29,NA,0,0.716666666666667
"2019.09.16_1900 bey_addldd g",2019-09-16,"1900",1568676853,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","bey","addldd","g",19,34,13,19,34,18,5,NA,1,6.23333333333333
"2019.09.16_1900 addldd_bey g",2019-09-16,"1900",1568676853,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","addldd","bey","g",19,34,13,19,34,18,5,NA,1,7.95
"2019.09.16_1900 clwd_ax g",2019-09-16,"1900",1568676885,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","clwd","ax","g",19,34,45,19,34,57,12,NA,1,3.43333333333333
"2019.09.16_1900 ax_clwd g",2019-09-16,"1900",1568676885,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","ax","clwd","g",19,34,45,19,34,57,12,NA,1,2.16666666666667
"2019.09.16_1900 aldd_bs g",2019-09-16,"1900",1568676923,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","aldd","bs","g",19,35,23,19,35,34,11,NA,0,40948.1166666667
"2019.09.16_1900 bs_aldd g",2019-09-16,"1900",1568676923,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","bs","aldd","g",19,35,23,19,35,34,11,NA,1,9.11666666666667
"2019.09.16_1900 aldd_bs g",2019-09-16,"1900",1568676946,"big_cage","CH02_2019-09-16_19_32_11__19_40_33.mp4",2,"imran",FALSE,"none","aldd","bs","g",19,35,46,19,35,55,9,NA,0,40948.5
"2019.09.16_1900 ax_addldd g",2019-09-16,"1900",1568677393,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","ax","addldd","g",19,43,13,19,43,43,30,NA,1,8.46666666666667
"2019.09.16_1900 addldd_ax g",2019-09-16,"1900",1568677393,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","addldd","ax","g",19,43,13,19,43,43,30,NA,1,9
"2019.09.16_1900 ax_addldd g",2019-09-16,"1900",1568677428,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","ax","addldd","g",19,43,48,19,47,33,225,NA,0,0.583333333333333
"2019.09.16_1900 addldd_ax g",2019-09-16,"1900",1568677428,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","addldd","ax","g",19,43,48,19,47,33,225,NA,0,0.583333333333333
"2019.09.16_1900 ax_bdlx g",2019-09-16,"1900",1568677669,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","ax","bdlx","g",19,47,49,19,48,57,68,NA,1,4.6
"2019.09.16_1900 bdlx_ax g",2019-09-16,"1900",1568677669,"big_cage","CH02_2019-09-16_19_40_33__19_48_56.mp4",2,"imran",FALSE,"none","bdlx","ax","g",19,47,49,19,48,57,68,NA,1,21.7166666666667
"2019.09.16_1900 bscs_uri g",2019-09-16,"1900",1568678353,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","bscs","uri","g",19,59,13,19,59,32,19,NA,1,30.25
"2019.09.16_1900 bd_uri g",2019-09-16,"1900",1568678379,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","bd","uri","g",19,59,39,19,59,59,20,NA,1,40.9
"2019.09.16_2000 bscs_cnone g",2019-09-16,"2000",1568678449,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","bscs","cnone","g",20,0,49,20,2,8,79,NA,1,1.6
"2019.09.16_2000 cnone_bscs g",2019-09-16,"2000",1568678449,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","cnone","bscs","g",20,0,49,20,2,27,98,NA,1,28.2333333333333
"2019.09.16_2000 bey_clw g",2019-09-16,"2000",1568678524,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","bey","clw","g",20,2,4,20,2,23,19,NA,1,27.85
"2019.09.16_2000 clw_bey g",2019-09-16,"2000",1568678524,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","clw","bey","g",20,2,4,20,2,22,18,NA,0,61.8666666666667
"2019.09.16_2000 bscs_cnone g",2019-09-16,"2000",1568678554,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","bscs","cnone","g",20,2,34,20,2,40,6,NA,0,1.75
"2019.09.16_2000 cnone_bscs g",2019-09-16,"2000",1568678554,"big_cage","CH02_2019-09-16_19_57_18__20_05_40.mp4",2,"imran",FALSE,"none","cnone","bscs","g",20,2,34,20,2,40,6,NA,0,1.75
"2019.09.16_2000 bes_cnone g",2019-09-16,"2000",1568679620,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bes","cnone","g",20,20,20,20,20,34,14,NA,1,62.1166666666667
"2019.09.16_2000 cnone_bes g",2019-09-16,"2000",1568679620,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","cnone","bes","g",20,20,20,20,20,34,14,NA,1,19.5166666666667
"2019.09.16_2000 bes_cnone g",2019-09-16,"2000",1568679690,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bes","cnone","g",20,21,30,20,21,35,5,NA,0,1.16666666666667
"2019.09.16_2000 cnone_bes g",2019-09-16,"2000",1568679690,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","cnone","bes","g",20,21,30,20,21,35,5,NA,0,1.16666666666667
"2019.09.16_2000 cnone_cldw g",2019-09-16,"2000",1568679750,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","cldw","g",20,22,30,20,29,31,421,NA,1,2.16666666666667
"2019.09.16_2000 cldw_cnone g",2019-09-16,"2000",1568679750,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cldw","cnone","g",20,22,30,20,29,31,421,NA,1,71
"2019.09.16_2000 bes_ax g",2019-09-16,"2000",1568679802,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","bes","ax","g",20,23,22,20,23,40,18,NA,1,3.03333333333333
"2019.09.16_2000 ax_bes g",2019-09-16,"2000",1568679802,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","ax","bes","g",20,23,22,20,23,40,18,NA,1,35.55
"2019.09.16_2000 clwd_blx g",2019-09-16,"2000",1568680040,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","clwd","blx","g",20,27,20,20,28,38,78,NA,1,52.5833333333333
"2019.09.16_2000 blx_clwd g",2019-09-16,"2000",1568680100,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","blx","clwd","g",20,28,20,20,28,45,25,NA,1,2350.38333333333
"2019.09.16_2000 clwd_blx g",2019-09-16,"2000",1568680134,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","clwd","blx","g",20,28,54,20,29,6,12,NA,0,1.56666666666667
"2019.09.16_2000 blx_clwd g",2019-09-16,"2000",1568680134,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","blx","clwd","g",20,28,54,20,29,6,12,NA,0,0.566666666666667
"2019.09.16_2000 clwd_blx g",2019-09-16,"2000",1568680157,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","clwd","blx","g",20,29,17,20,33,55,278,NA,0,1.95
"2019.09.16_2000 blx_clwd g",2019-09-16,"2000",1568680157,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","blx","clwd","g",20,29,17,20,33,55,278,NA,0,0.95
"2019.09.16_2000 bscs_bd g",2019-09-16,"2000",1568680325,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bscs","bd","g",20,32,5,20,32,12,7,NA,1,31.2666666666667
"2019.09.16_2000 bscs_cnone g",2019-09-16,"2000",1568680332,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bscs","cnone","g",20,32,12,20,34,18,126,NA,1,0.116666666666667
"2019.09.16_2000 cnone_bscs g",2019-09-16,"2000",1568680332,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cnone","bscs","g",20,32,12,20,34,18,126,NA,1,9.7
"2019.09.16_2000 bscs_cldw g",2019-09-16,"2000",1568680485,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bscs","cldw","g",20,34,45,20,35,14,29,NA,1,2.55
"2019.09.16_2000 cldw_bscs g",2019-09-16,"2000",1568680485,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cldw","bscs","g",20,34,45,20,35,14,29,NA,1,12.25
"2019.09.16_2000 addldd_cnone g",2019-09-16,"2000",1568680551,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","addldd","cnone","g",20,35,51,20,35,59,8,NA,1,52.6333333333333
"2019.09.16_2000 cnone_addldd g",2019-09-16,"2000",1568680551,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cnone","addldd","g",20,35,51,20,35,59,8,NA,1,3.65
"2019.09.16_2000 bd_cnone g",2019-09-16,"2000",1568680635,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bd","cnone","g",20,37,15,20,37,24,9,NA,1,37.6
"2019.09.16_2000 cnone_bd g",2019-09-16,"2000",1568680635,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cnone","bd","g",20,37,15,20,37,24,9,NA,1,1.4
"2019.09.16_2000 bs_cnone g",2019-09-16,"2000",1568680652,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bs","cnone","g",20,37,32,20,37,41,9,NA,1,62.15
"2019.09.16_2000 cnone_bs g",2019-09-16,"2000",1568680652,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cnone","bs","g",20,37,32,20,37,41,9,NA,1,0.283333333333333
"2019.09.16_2000 blx_cnone g",2019-09-16,"2000",1568680678,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","blx","cnone","g",20,37,58,20,39,25,87,NA,1,9.63333333333333
"2019.09.16_2000 cnone_blx g",2019-09-16,"2000",1568680678,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","cnone","blx","g",20,37,58,20,39,25,87,NA,1,0.433333333333333
"2019.09.16_2000 bes_bd g",2019-09-16,"2000",1568680683,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bes","bd","g",20,38,3,20,38,13,10,NA,1,14.6833333333333
"2019.09.16_2000 bd_bes g",2019-09-16,"2000",1568680683,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bd","bes","g",20,38,3,20,38,13,10,NA,1,0.8
"2019.09.16_2000 addldd_bs g",2019-09-16,"2000",1568680779,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","addldd","bs","g",20,39,39,20,39,45,6,NA,1,3.8
"2019.09.16_2000 bs_addldd g",2019-09-16,"2000",1568680779,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bs","addldd","g",20,39,39,20,39,45,6,NA,1,2.11666666666667
"2019.09.16_2000 bes_bscs g",2019-09-16,"2000",1568680817,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bes","bscs","g",20,40,17,20,40,46,29,NA,1,2.23333333333333
"2019.09.16_2000 bscs_bes g",2019-09-16,"2000",1568680817,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bscs","bes","g",20,40,17,20,40,46,29,NA,1,5.53333333333333
"2019.09.16_2000 bscs_uri g",2019-09-16,"2000",1568680847,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bscs","uri","g",20,40,47,20,40,56,9,"uri attached to bd",1,0.5
"2019.09.16_2000 bes_bs g",2019-09-16,"2000",1568681121,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bes","bs","g",20,45,21,20,46,28,67,NA,1,5.06666666666667
"2019.09.16_2000 bs_bes g",2019-09-16,"2000",1568681121,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bs","bes","g",20,45,21,20,46,22,61,NA,1,5.7
"2019.09.16_2000 adldd_cnone g",2019-09-16,"2000",1568681755,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","adldd","cnone","g",20,55,55,20,57,44,109,NA,1,959.35
"2019.09.16_2000 cnone_adldd g",2019-09-16,"2000",1568681755,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","cnone","adldd","g",20,55,55,20,57,44,109,NA,1,17.95
"2019.09.16_2000 adldd_cnone g",2019-09-16,"2000",1568681872,"big_cage","CH02_2019-09-16_20_55_54__21_04_16.mp4",2,"imran",FALSE,"none","adldd","cnone","g",20,57,52,20,58,8,16,NA,0,1.95
"2019.09.16_2000 cnone_adldd g",2019-09-16,"2000",1568681872,"big_cage","CH02_2019-09-16_20_55_54__21_04_16.mp4",2,"imran",FALSE,"none","cnone","adldd","g",20,57,52,20,58,11,19,NA,0,1.95
"2019.09.16_2000 adldd_cldw g",2019-09-16,"2000",1568681932,"big_cage","CH02_2019-09-16_20_55_54__21_04_16.mp4",2,"imran",FALSE,"none","adldd","cldw","g",20,58,52,20,58,58,6,NA,1,2.95
"2019.09.16_2000 cldw_adldd g",2019-09-16,"2000",1568681932,"big_cage","CH02_2019-09-16_20_55_54__21_04_16.mp4",2,"imran",FALSE,"none","cldw","adldd","g",20,58,52,20,58,58,6,NA,1,24.1166666666667
"2019.09.16_2100 ax_cnone g",2019-09-16,"2100",1568682488,"big_cage","CH01_2019-09-16_21_04_17__21_12_39.mp4",1,"imran",FALSE,"none","ax","cnone","g",21,8,8,21,8,22,14,NA,1,44.7666666666667
"2019.09.16_2100 cnone_ax g",2019-09-16,"2100",1568682488,"big_cage","CH01_2019-09-16_21_04_17__21_12_39.mp4",1,"imran",FALSE,"none","cnone","ax","g",21,8,8,21,8,20,12,NA,1,12.2166666666667
"2019.09.16_2100 addldd_cnone g",2019-09-16,"2100",1568682626,"big_cage","CH01_2019-09-16_21_04_17__21_12_39.mp4",1,"imran",FALSE,"none","addldd","cnone","g",21,10,26,21,10,40,14,NA,1,30.7833333333333
"2019.09.16_2100 cnone_addldd g",2019-09-16,"2100",1568682626,"big_cage","CH01_2019-09-16_21_04_17__21_12_39.mp4",1,"imran",FALSE,"none","cnone","addldd","g",21,10,26,21,10,40,14,NA,1,2.3
"2019.09.16_2100 cnone_cldw g",2019-09-16,"2100",1568682642,"big_cage","CH01_2019-09-16_21_04_17__21_12_39.mp4",1,"imran",FALSE,"none","cnone","cldw","g",21,10,42,21,10,50,8,NA,1,0.266666666666667
"2019.09.16_2100 bscs_cnone g",2019-09-16,"2100",1568682931,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bscs","cnone","g",21,15,31,21,18,49,198,NA,1,34.7333333333333
"2019.09.16_2100 cnone_bscs g",2019-09-16,"2100",1568682931,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","cnone","bscs","g",21,15,31,21,18,49,198,NA,1,4.81666666666667
"2019.09.16_2100 bey_ax g",2019-09-16,"2100",1568683153,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bey","ax","g",21,19,13,21,20,13,60,NA,1,77.15
"2019.09.16_2100 ax_bey g",2019-09-16,"2100",1568683153,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","ax","bey","g",21,19,13,21,20,13,60,NA,1,11.0833333333333
"2019.09.16_2100 cdw_bscs g",2019-09-16,"2100",1568683189,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","cdw","bscs","g",21,19,49,21,20,20,31,NA,1,108.5
"2019.09.16_2100 bscs_cdw g",2019-09-16,"2100",1568683189,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bscs","cdw","g",21,19,49,21,20,47,58,NA,1,4.3
"2019.09.16_2100 bes_ax g",2019-09-16,"2100",1568683250,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bes","ax","g",21,20,50,21,22,18,88,NA,1,35.4833333333333
"2019.09.16_2100 ax_bes g",2019-09-16,"2100",1568683250,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","ax","bes","g",21,20,50,21,22,18,88,NA,1,1.61666666666667
"2019.09.16_2100 bscs_bey g",2019-09-16,"2100",1568683254,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bscs","bey","g",21,20,54,21,22,28,94,NA,1,1.08333333333333
"2019.09.16_2100 bey_bscs g",2019-09-16,"2100",1568683258,"big_cage","CH02_2019-09-16_20_14_03__20_22_25.mp4",2,"imran",FALSE,"none","bey","bscs","g",21,20,58,21,22,28,90,NA,1,1.75
"2019.09.16_2100 cnone_bd g",2019-09-16,"2100",1568683622,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","bd","g",21,27,2,21,27,18,16,NA,1,11.5166666666667
"2019.09.16_2100 bd_cnone g",2019-09-16,"2100",1568683631,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","bd","cnone","g",21,27,11,21,27,18,7,NA,1,49.1333333333333
"2019.09.16_2100 cnone_bd g",2019-09-16,"2100",1568683672,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","bd","g",21,27,52,21,28,46,54,NA,0,0.833333333333333
"2019.09.16_2100 bd_cnone g",2019-09-16,"2100",1568683672,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","bd","cnone","g",21,27,52,21,28,46,54,NA,0,0.683333333333333
"2019.09.16_2100 cldw_ax g",2019-09-16,"2100",1568683718,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cldw","ax","g",21,28,38,21,29,51,73,NA,1,29.7666666666667
"2019.09.16_2100 ax_cldw g",2019-09-16,"2100",1568683718,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","ax","cldw","g",21,28,38,21,29,51,73,NA,1,7.8
"2019.09.16_2100 cnone_bd g",2019-09-16,"2100",1568683739,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","bd","g",21,28,59,21,29,9,10,NA,0,1.95
"2019.09.16_2100 bd_cnone g",2019-09-16,"2100",1568683739,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","bd","cnone","g",21,28,59,21,29,9,10,NA,0,1.8
"2019.09.16_2100 cnone_bd g",2019-09-16,"2100",1568683777,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","bd","g",21,29,37,21,29,47,10,NA,0,2.58333333333333
"2019.09.16_2100 bd_cnone g",2019-09-16,"2100",1568683777,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","bd","cnone","g",21,29,37,21,29,47,10,NA,0,2.43333333333333
"2019.09.16_2100 cfd_cnone g",2019-09-16,"2100",1568683803,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cfd","cnone","g",21,30,3,21,30,58,55,NA,1,942.083333333333
"2019.09.16_2100 cnone_cfd g",2019-09-16,"2100",1568683803,"big_cage","CH02_2019-09-16_20_22_25__20_30_47.mp4",2,"imran",FALSE,"none","cnone","cfd","g",21,30,3,21,30,58,55,NA,1,3.01666666666667
"2019.09.16_2100 bdlx_bd g",2019-09-16,"2100",1568684122,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bdlx","bd","g",21,35,22,21,35,37,15,NA,1,107.55
"2019.09.16_2100 bd_bdlx g",2019-09-16,"2100",1568684122,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bd","bdlx","g",21,35,22,21,35,37,15,NA,1,8.18333333333333
"2019.09.16_2100 addldd_bd g",2019-09-16,"2100",1568684216,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","addldd","bd","g",21,36,56,21,37,4,8,NA,1,26.5
"2019.09.16_2100 bd_addldd g",2019-09-16,"2100",1568684216,"big_cage","CH02_2019-09-16_20_30_47__20_39_09.mp4",2,"imran",FALSE,"none","bd","addldd","g",21,36,56,21,37,4,8,NA,1,1.56666666666667
"2019.09.16_2100 bs_addldd g",2019-09-16,"2100",1568684625,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","bs","addldd","g",21,43,45,21,44,6,21,NA,1,58.4
"2019.09.16_2100 addldd_bs g",2019-09-16,"2100",1568684625,"big_cage","CH02_2019-09-16_20_39_09__20_47_32.mp4",2,"imran",FALSE,"none","addldd","bs","g",21,43,45,21,44,6,21,NA,1,6.81666666666667
"2019.09.16_2100 bes_bscs g",2019-09-16,"2100",1568685117,"big_cage","CH02_2019-09-16_20_47_32__20_55_54.mp4",2,"imran",FALSE,"none","bes","bscs","g",21,51,57,21,52,7,10,NA,1,31.1166666666667
